time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-28 00:00:00+00:00,7,5,2020,315
2024-05-29 00:00:00+00:00,12,11,3838,533
2024-05-30 00:00:00+00:00,11,7,4101,528
2024-05-31 00:00:00+00:00,18,15,3804,480
2024-06-01 00:00:00+00:00,7,7,2312,264
2024-06-02 00:00:00+00:00,6,5,2103,237
2024-06-03 00:00:00+00:00,9,8,3735,567
2024-06-04 00:00:00+00:00,13,9,3907,533
2024-06-05 00:00:00+00:00,18,11,3902,527
2024-06-06 00:00:00+00:00,9,6,3838,528
2024-06-07 00:00:00+00:00,10,6,3046,458
2024-06-08 00:00:00+00:00,7,5,1552,211
2024-06-09 00:00:00+00:00,9,6,1456,227
2024-06-10 00:00:00+00:00,9,5,3452,462
2024-06-11 00:00:00+00:00,7,3,1558,220
