referrer,views_total,views_unique
Google,6026,1205
monai.io,1550,387
docs.monai.io,1443,375
github.com,1023,238
Bing,245,40
statics.teams.cdn.office.net,131,36
DuckDuckGo,66,22
notebooks.githubusercontent.com,43,20
Yahoo,41,2
colab.research.google.com,34,23
