time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-14 00:00:00+00:00,10,10,516,193
2026-05-15 00:00:00+00:00,17,17,638,175
2026-05-16 00:00:00+00:00,14,12,425,157
2026-05-17 00:00:00+00:00,15,11,403,149
2026-05-18 00:00:00+00:00,14,14,453,194
2026-05-19 00:00:00+00:00,11,11,334,164
2026-05-20 00:00:00+00:00,25,16,386,200
2026-05-21 00:00:00+00:00,21,16,352,167
2026-05-22 00:00:00+00:00,62,26,412,186
2026-05-23 00:00:00+00:00,57,36,507,118
2026-05-24 00:00:00+00:00,43,23,452,126
2026-05-25 00:00:00+00:00,64,46,592,201
2026-05-26 00:00:00+00:00,54,33,409,171
2026-05-27 00:00:00+00:00,54,28,413,172
