referrer,views_total,views_unique
Google,6014,968
github.com,3307,411
docs.monai.io,2813,461
monai.io,2431,405
covid-segmentation.grand-challenge.org,82,17
blog.csdn.net,74,12
statics.teams.cdn.office.net,71,15
paperswithcode.com,67,17
colab.research.google.com,64,14
medici-codalab-main.eastus.cloudapp.azure.com,63,11
