referrer,views_total,views_unique
Google,5968,993
github.com,3352,380
docs.monai.io,2735,467
monai.io,2426,400
covid-segmentation.grand-challenge.org,83,16
paperswithcode.com,79,17
medici-codalab-main.eastus.cloudapp.azure.com,79,13
colab.research.google.com,73,17
blog.csdn.net,69,10
notebooks.githubusercontent.com,62,15
