referrer,views_total,views_unique
Google,3003,943
github.com,1480,433
monai.readthedocs.io,467,116
chatgpt.com,297,98
Bing,236,82
project-monai.github.io,97,42
monai-dev.readthedocs.io,93,30
statics.teams.cdn.office.net,81,22
qwant.com,57,7
doubao.com,38,8
