referrer,views_total,views_unique
Google,3587,842
github.com,3533,583
docs.monai.io,1678,421
monai.io,1240,334
elearningv4.nuk.edu.tw,274,30
paperswithcode.com,77,26
covid-segmentation.grand-challenge.org,44,22
link.zhihu.com,39,16
yandex.by,38,1
Bing,35,21
