url_path,views_total,views_unique
/Project-MONAI/tutorials,3652,1401
/Project-MONAI/tutorials/tree/main/3d_segmentation,1070,523
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,673,363
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,579,270
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,568,305
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,532,308
/Project-MONAI/tutorials/tree/main/auto3dseg,487,216
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,411,240
/Project-MONAI/tutorials/tree/main/3d_classification,350,194
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,297,160
