referrer,views_total,views_unique
Google,14288,1686
monai.io,3402,448
docs.monai.io,3144,410
github.com,2352,283
Bing,830,111
monai.medium.com,489,22
linkedin.com,179,59
link.zhihu.com,158,16
cn.bing.com,148,33
colab.research.google.com,145,21
