url_path,views_total,views_unique
/Project-MONAI/tutorials,2814,1297
/Project-MONAI/tutorials/tree/main/3d_segmentation,898,471
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,626,316
/Project-MONAI/tutorials/blob/main/3d_segmentation/unetr_btcv_segmentation_3d.ipynb,568,315
/Project-MONAI/tutorials/blob/main/3d_segmentation/spleen_segmentation_3d.ipynb,521,257
/Project-MONAI/tutorials/tree/main/2d_segmentation/torch,407,232
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,399,248
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,347,180
/Project-MONAI/tutorials/tree/main/3d_classification,250,149
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,228,120
