time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-22 00:00:00+00:00,39,29,1136,102
2026-08-23 00:00:00+00:00,42,32,200,91
2026-08-24 00:00:00+00:00,28,25,1208,155
2026-08-25 00:00:00+00:00,26,20,449,153
2026-08-26 00:00:00+00:00,13,10,592,155
2026-08-27 00:00:00+00:00,31,19,540,175
2026-08-28 00:00:00+00:00,24,13,373,149
2026-08-29 00:00:00+00:00,30,18,1169,102
2026-08-30 00:00:00+00:00,156,107,271,104
2026-08-31 00:00:00+00:00,26,15,630,168
2026-09-01 00:00:00+00:00,44,27,343,154
2026-09-02 00:00:00+00:00,14,14,1132,159
2026-09-03 00:00:00+00:00,38,27,494,163
2026-09-04 00:00:00+00:00,27,15,1268,157
