time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,3.0,3.0,454,106
2025-01-12 00:00:00+00:00,1.0,1.0,799,219
2025-01-13 00:00:00+00:00,3.0,3.0,1966,465
2025-01-14 00:00:00+00:00,3.0,2.0,1918,485
2025-01-15 00:00:00+00:00,2.0,2.0,1721,451
2025-01-16 00:00:00+00:00,,,1705,452
2025-01-17 00:00:00+00:00,3.0,3.0,1501,419
2025-01-18 00:00:00+00:00,3.0,3.0,700,201
2025-01-19 00:00:00+00:00,7.0,3.0,664,211
2025-01-20 00:00:00+00:00,3.0,1.0,1678,393
2025-01-21 00:00:00+00:00,6.0,4.0,1766,431
2025-01-22 00:00:00+00:00,4.0,3.0,1991,456
2025-01-23 00:00:00+00:00,7.0,5.0,2029,473
2025-01-24 00:00:00+00:00,5.0,4.0,1583,389
2025-01-25 00:00:00+00:00,,,274,91
