url_path,views_total,views_unique
/Project-MONAI/tutorials,817,576
/Project-MONAI/tutorials/tree/main/3d_segmentation,162,116
/Project-MONAI/tutorials/blob/main/3d_segmentation/brats_segmentation_3d.ipynb,137,90
/Project-MONAI/tutorials/tree/main,122,79
/Project-MONAI/tutorials/blob/main/2d_classification/mednist_tutorial.ipynb,115,81
/Project-MONAI/tutorials/blob/main/auto3dseg/README.md,102,58
/Project-MONAI/tutorials/tree/main/auto3dseg,100,63
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_btcv_segmentation_3d.ipynb,99,68
/Project-MONAI/tutorials/blob/main/3d_segmentation/swin_unetr_brats21_segmentation_3d.ipynb,96,57
/Project-MONAI/tutorials/blob/main/generation/maisi/README.md,85,59
