referrer,views_total,views_unique
github.com,3885,585
Google,3200,812
docs.monai.io,1783,424
monai.io,1175,311
covid-segmentation.grand-challenge.org,76,24
kitware.com,64,11
paperswithcode.com,51,22
statics.teams.cdn.office.net,39,16
colab.research.google.com,38,14
Bing,36,15
