referrer,views_total,views_unique
Google,6428,1025
github.com,3598,456
docs.monai.io,3029,481
monai.io,2444,408
paperswithcode.com,101,15
medici-codalab-main.eastus.cloudapp.azure.com,98,13
notebooks.githubusercontent.com,78,16
statics.teams.cdn.office.net,78,13
blog.csdn.net,73,12
colab.research.google.com,69,15
