time_iso8601,forks_cumulative
2025-02-16 00:00:00+00:00,1111
2025-02-17 00:00:00+00:00,1112
2025-02-18 00:00:00+00:00,1114
2025-02-22 00:00:00+00:00,1116
2025-02-23 00:00:00+00:00,1117
2025-02-24 00:00:00+00:00,1118
2025-02-25 00:00:00+00:00,1120
2025-02-26 00:00:00+00:00,1121
2025-02-28 00:00:00+00:00,1123
2025-03-01 00:00:00+00:00,1124
2025-03-03 00:00:00+00:00,1125
2025-03-04 00:00:00+00:00,1126
2025-03-06 00:00:00+00:00,1127
2025-03-08 00:00:00+00:00,1129
2025-03-11 00:00:00+00:00,1130
2025-03-17 00:00:00+00:00,1131
2025-03-19 00:00:00+00:00,1133
2025-03-20 00:00:00+00:00,1135
2025-03-21 00:00:00+00:00,1136
2025-03-22 00:00:00+00:00,1137
2025-03-23 00:00:00+00:00,1138
2025-03-25 00:00:00+00:00,1139
2025-03-26 00:00:00+00:00,1141
2025-03-27 00:00:00+00:00,1142
2025-03-29 00:00:00+00:00,1143
2025-04-07 00:00:00+00:00,1144
2025-04-08 00:00:00+00:00,1145
2025-04-10 00:00:00+00:00,1146
2025-04-12 00:00:00+00:00,1147
2025-04-14 00:00:00+00:00,1148
2025-04-15 00:00:00+00:00,1149
2025-04-17 00:00:00+00:00,1150
2025-04-18 00:00:00+00:00,1151
2025-04-20 00:00:00+00:00,1152
2025-04-21 00:00:00+00:00,1155
2025-04-25 00:00:00+00:00,1157
2025-04-30 00:00:00+00:00,1158
2025-05-04 00:00:00+00:00,1159
2025-05-06 00:00:00+00:00,1160
2025-05-11 00:00:00+00:00,1162
2025-05-13 00:00:00+00:00,1163
2025-05-15 00:00:00+00:00,1165
2025-05-16 00:00:00+00:00,1167
2025-05-17 00:00:00+00:00,1168
2025-05-18 00:00:00+00:00,1169
2025-05-19 00:00:00+00:00,1171
2025-05-21 00:00:00+00:00,1172
2025-05-22 00:00:00+00:00,1174
2025-05-28 00:00:00+00:00,1176
2025-06-03 00:00:00+00:00,1178
2025-06-06 00:00:00+00:00,1179
2025-06-08 00:00:00+00:00,1180
2025-06-09 00:00:00+00:00,1182
2025-06-10 00:00:00+00:00,1184
2025-06-11 00:00:00+00:00,1185
2025-06-19 00:00:00+00:00,1186
2025-06-20 00:00:00+00:00,1188
