referrer,views_total,views_unique
Google,5635,2189
docs.monai.io,2625,741
github.com,1491,581
Bing,527,194
monai.io,373,152
chatgpt.com,291,127
cn.bing.com,200,95
DuckDuckGo,97,42
paperswithcode.com,62,26
pypi.org,57,13
