time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-03 00:00:00+00:00,202,28,914,155
2023-10-04 00:00:00+00:00,478,49,1706,324
2023-10-05 00:00:00+00:00,446,88,2273,327
2023-10-06 00:00:00+00:00,1360,49,1802,313
2023-10-07 00:00:00+00:00,368,25,1035,213
2023-10-08 00:00:00+00:00,697,96,1475,223
2023-10-09 00:00:00+00:00,775,123,2054,371
2023-10-10 00:00:00+00:00,710,76,2295,433
2023-10-11 00:00:00+00:00,755,96,2634,393
2023-10-12 00:00:00+00:00,597,59,2772,406
2023-10-13 00:00:00+00:00,437,50,2204,424
2023-10-14 00:00:00+00:00,100,40,1017,187
2023-10-15 00:00:00+00:00,204,97,766,170
2023-10-16 00:00:00+00:00,575,59,2827,453
2023-10-17 00:00:00+00:00,128,22,1346,217
