referrer,views_total,views_unique
github.com,1465,516
Google,1107,717
linkedin.com,187,120
monai.readthedocs.io,186,92
Bing,171,69
chatgpt.com,147,84
com.linkedin.android,133,98
DuckDuckGo,52,18
search.brave.com,25,14
doubao.com,20,14
