referrer,views_total,views_unique
Google,6220,1647
github.com,2229,325
monai.io,847,145
docs.monai.io,755,109
Bing,476,111
cn.bing.com,135,53
paperswithcode.com,94,34
link.zhihu.com,69,11
DuckDuckGo,47,16
colab.research.google.com,42,14
