referrer,views_total,views_unique
Google,5603,1429
github.com,2492,334
monai.io,742,139
Bing,730,147
docs.monai.io,703,98
cn.bing.com,176,86
conferences.miccai.org,122,27
paperswithcode.com,107,35
Baidu,68,14
yandex.ru,67,4
