time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-03 00:00:00+00:00,252,33,802,190
2024-04-04 00:00:00+00:00,322,48,1688,368
2024-04-05 00:00:00+00:00,479,61,1905,358
2024-04-06 00:00:00+00:00,424,22,962,222
2024-04-07 00:00:00+00:00,246,109,1468,262
2024-04-08 00:00:00+00:00,274,65,2220,435
2024-04-09 00:00:00+00:00,224,45,2102,448
2024-04-10 00:00:00+00:00,180,36,1804,379
2024-04-11 00:00:00+00:00,507,52,2681,463
2024-04-12 00:00:00+00:00,668,56,2426,431
2024-04-13 00:00:00+00:00,121,21,922,208
2024-04-14 00:00:00+00:00,174,88,709,189
2024-04-15 00:00:00+00:00,590,75,1846,405
2024-04-16 00:00:00+00:00,236,51,2560,456
2024-04-17 00:00:00+00:00,74,22,1130,233
