referrer,views_total,views_unique
Google,4941,1590
github.com,1655,334
monai.io,496,146
docs.monai.io,341,101
Bing,145,43
paperswithcode.com,92,35
DuckDuckGo,89,21
cn.bing.com,61,24
statics.teams.cdn.office.net,33,11
discuss.pytorch.org,25,17
