referrer,views_total,views_unique
Google,4434,1583
github.com,2729,415
monai.io,617,161
docs.monai.io,251,99
Bing,217,68
paperswithcode.com,191,44
cn.bing.com,104,61
statics.teams.cdn.office.net,80,19
DuckDuckGo,62,16
yandex.ru,27,6
