referrer,views_total,views_unique
Google,6793,1718
github.com,3165,371
monai.io,994,149
docs.monai.io,707,110
paperswithcode.com,441,60
Bing,384,111
cn.bing.com,164,79
link.zhihu.com,136,12
DuckDuckGo,95,29
discuss.pytorch.org,80,12
