referrer,views_total,views_unique
Google,7987,1922
github.com,3232,361
Bing,763,172
docs.monai.io,750,112
monai.io,695,144
paperswithcode.com,235,58
cn.bing.com,187,92
DuckDuckGo,185,36
conferences.miccai.org,112,25
Baidu,101,30
