time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,3148,228,934,426
2026-04-14 00:00:00+00:00,2380,188,993,479
2026-04-15 00:00:00+00:00,1523,137,1021,367
2026-04-16 00:00:00+00:00,2890,216,873,349
2026-04-17 00:00:00+00:00,1568,164,853,334
2026-04-18 00:00:00+00:00,1793,234,505,223
2026-04-19 00:00:00+00:00,1597,400,366,170
2026-04-20 00:00:00+00:00,2249,189,967,361
2026-04-21 00:00:00+00:00,1535,158,1496,295
2026-04-22 00:00:00+00:00,1478,174,1355,262
2026-04-23 00:00:00+00:00,1479,170,596,263
2026-04-24 00:00:00+00:00,1244,211,615,278
2026-04-25 00:00:00+00:00,886,301,222,129
2026-04-26 00:00:00+00:00,2628,368,342,154
