referrer,views_total,views_unique
github.com,3010,737
Google,2592,1351
Bing,452,165
monai.readthedocs.io,443,151
chatgpt.com,175,95
project-monai.github.io,55,25
doubao.com,55,23
claude.ai,52,12
search.brave.com,49,22
conferences.miccai.org,49,19
