referrer,views_total,views_unique
Google,7066,2046
github.com,2675,500
docs.monai.io,1060,126
monai.io,790,138
Bing,634,193
cn.bing.com,415,138
paperswithcode.com,253,40
DuckDuckGo,137,36
conferences.miccai.org,130,22
in.search.yahoo.com,129,4
