time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-26 00:00:00+00:00,227,33,751,278
2025-03-27 00:00:00+00:00,1441,84,1456,528
2025-03-28 00:00:00+00:00,246,55,1501,477
2025-03-29 00:00:00+00:00,1505,39,698,254
2025-03-30 00:00:00+00:00,2251,109,675,231
2025-03-31 00:00:00+00:00,386,85,1380,443
2025-04-01 00:00:00+00:00,511,89,1770,473
2025-04-02 00:00:00+00:00,260,76,1358,496
2025-04-03 00:00:00+00:00,808,138,1209,488
2025-04-04 00:00:00+00:00,897,81,1132,520
2025-04-05 00:00:00+00:00,81,31,450,203
2025-04-06 00:00:00+00:00,190,79,644,240
2025-04-07 00:00:00+00:00,3604,73,1482,501
2025-04-08 00:00:00+00:00,3786,74,1600,514
2025-04-09 00:00:00+00:00,1250,274,643,263
