referrer,views_total,views_unique
Google,6866,1750
github.com,3357,561
docs.monai.io,1290,158
monai.io,1111,159
Bing,378,142
paperswithcode.com,225,52
cn.bing.com,154,66
DuckDuckGo,82,29
yandex.ru,35,25
discuss.pytorch.org,28,14
