referrer,views_total,views_unique
Google,6642,1638
github.com,3078,358
monai.io,1128,176
docs.monai.io,985,107
Bing,322,117
paperswithcode.com,269,37
cn.bing.com,199,63
link.zhihu.com,70,17
medium.com,58,3
Baidu,52,12
