time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-24 00:00:00+00:00,174,18,1500,266
2024-06-25 00:00:00+00:00,773,33,3210,546
2024-06-26 00:00:00+00:00,549,32,2837,539
2024-06-27 00:00:00+00:00,295,38,2317,544
2024-06-28 00:00:00+00:00,319,20,2305,462
2024-06-29 00:00:00+00:00,91,16,933,230
2024-06-30 00:00:00+00:00,46,18,813,279
2024-07-01 00:00:00+00:00,695,30,2700,481
2024-07-02 00:00:00+00:00,853,38,2881,522
2024-07-03 00:00:00+00:00,71,21,2587,514
2024-07-04 00:00:00+00:00,213,29,2170,472
2024-07-05 00:00:00+00:00,158,19,2083,411
2024-07-06 00:00:00+00:00,45,15,798,200
2024-07-07 00:00:00+00:00,58,25,828,209
2024-07-08 00:00:00+00:00,44,16,1201,260
