referrer,views_total,views_unique
Google,6720,1849
github.com,2920,356
Bing,950,199
monai.io,925,156
docs.monai.io,844,112
paperswithcode.com,456,83
cn.bing.com,299,117
Baidu,179,40
conferences.miccai.org,132,26
pypi.org,117,8
