referrer,views_total,views_unique
Google,4119,1636
docs.monai.io,2312,602
github.com,1185,232
monai.io,432,137
Bing,262,115
chatgpt.com,239,79
cn.bing.com,145,69
DuckDuckGo,73,35
Baidu,72,33
pypi.org,61,8
