referrer,views_total,views_unique
Google,4378,1603
docs.monai.io,2090,591
github.com,1051,241
Bing,458,161
chatgpt.com,336,166
monai.io,312,113
cn.bing.com,236,82
Baidu,61,21
DuckDuckGo,57,30
paperswithcode.com,39,19
