referrer,views_total,views_unique
Google,5699,1917
github.com,3116,440
monai.io,525,166
docs.monai.io,488,143
Bing,268,96
cn.bing.com,173,86
paperswithcode.com,144,53
Baidu,131,58
link.zhihu.com,55,18
DuckDuckGo,45,17
