referrer,views_total,views_unique
Google,4484,1511
github.com,2655,400
monai.io,545,152
docs.monai.io,339,112
Bing,159,58
cn.bing.com,156,56
paperswithcode.com,140,51
DuckDuckGo,45,18
statics.teams.cdn.office.net,41,18
Baidu,31,21
