time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-23 00:00:00+00:00,59,29,494,305
2025-11-24 00:00:00+00:00,1028,153,1736,814
2025-11-25 00:00:00+00:00,833,156,2998,749
2025-11-26 00:00:00+00:00,1406,382,1527,715
2025-11-27 00:00:00+00:00,926,116,1521,556
2025-11-28 00:00:00+00:00,630,102,1269,578
2025-11-29 00:00:00+00:00,304,107,748,350
2025-11-30 00:00:00+00:00,856,144,829,408
2025-12-01 00:00:00+00:00,1121,174,1710,680
2025-12-02 00:00:00+00:00,517,154,1362,655
2025-12-03 00:00:00+00:00,584,74,1435,661
2025-12-04 00:00:00+00:00,24129,227,1276,541
2025-12-05 00:00:00+00:00,1255,206,1376,540
2025-12-06 00:00:00+00:00,1351,198,782,338
2025-12-07 00:00:00+00:00,12772,146,295,166
