referrer,views_total,views_unique
github.com,3026,747
Google,2722,1358
Bing,490,170
monai.readthedocs.io,416,156
chatgpt.com,199,105
search.brave.com,79,25
Baidu,67,26
project-monai.github.io,62,27
conferences.miccai.org,59,22
doubao.com,50,20
