referrer,views_total,views_unique
Google,4564,1549
github.com,2881,446
monai.io,641,180
docs.monai.io,456,129
cn.bing.com,185,62
paperswithcode.com,135,46
Bing,107,50
statics.teams.cdn.office.net,44,17
DuckDuckGo,35,14
link.zhihu.com,30,13
