referrer,views_total,views_unique
Google,4695,1743
docs.monai.io,2325,626
github.com,1132,279
Bing,458,164
chatgpt.com,448,192
cn.bing.com,297,101
monai.io,293,126
Baidu,86,21
DuckDuckGo,65,29
conferences.miccai.org,42,24
