referrer,views_total,views_unique
Google,3892,1594
docs.monai.io,2006,570
github.com,1253,283
Bing,431,144
chatgpt.com,417,139
monai.io,298,112
cn.bing.com,134,52
Baidu,88,27
DuckDuckGo,80,28
t.co,75,59
