referrer,views_total,views_unique
Google,8189,1862
github.com,2399,386
docs.monai.io,1024,138
monai.io,809,179
Bing,522,148
cn.bing.com,299,81
paperswithcode.com,274,68
conferences.miccai.org,75,17
DuckDuckGo,75,17
notebooks.githubusercontent.com,60,4
