referrer,views_total,views_unique
Google,6101,2071
github.com,3739,510
monai.io,760,218
docs.monai.io,533,146
Bing,400,111
paperswithcode.com,165,60
cn.bing.com,160,85
discuss.pytorch.org,55,18
statics.teams.cdn.office.net,53,23
DuckDuckGo,42,15
