referrer,views_total,views_unique
Google,7570,1879
docs.monai.io,5566,687
github.com,2121,333
monai.io,765,140
Bing,702,178
cn.bing.com,293,110
paperswithcode.com,248,47
conferences.miccai.org,139,25
Baidu,73,33
DuckDuckGo,71,28
