time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-26 00:00:00+00:00,28,12,481,103
2023-11-27 00:00:00+00:00,300,57,2397,436
2023-11-28 00:00:00+00:00,276,54,2240,437
2023-11-29 00:00:00+00:00,691,61,2717,457
2023-11-30 00:00:00+00:00,509,63,2320,438
2023-12-01 00:00:00+00:00,1221,67,2037,377
2023-12-02 00:00:00+00:00,149,39,916,189
2023-12-03 00:00:00+00:00,255,92,1044,204
2023-12-04 00:00:00+00:00,410,74,2670,486
2023-12-05 00:00:00+00:00,456,60,2096,442
2023-12-06 00:00:00+00:00,390,44,2339,447
2023-12-07 00:00:00+00:00,266,65,2100,397
2023-12-08 00:00:00+00:00,287,61,1891,351
2023-12-09 00:00:00+00:00,69,25,622,182
2023-12-10 00:00:00+00:00,150,75,205,57
