referrer,views_total,views_unique
Google,4510,1641
github.com,2748,411
monai.io,649,168
docs.monai.io,265,101
paperswithcode.com,217,50
Bing,210,67
cn.bing.com,103,56
statics.teams.cdn.office.net,82,18
DuckDuckGo,66,18
discuss.pytorch.org,26,14
