referrer,views_total,views_unique
github.com,6614,864
Google,4056,1295
docs.monai.io,316,110
paperswithcode.com,145,59
Bing,95,38
cn.bing.com,84,37
statics.teams.cdn.office.net,47,18
DuckDuckGo,43,21
monai.io,38,20
Baidu,28,15
