time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,103,35,720,177
2023-12-15 00:00:00+00:00,328,64,1583,313
2023-12-16 00:00:00+00:00,100,37,672,158
2023-12-17 00:00:00+00:00,208,100,724,162
2023-12-18 00:00:00+00:00,467,62,2050,370
2023-12-19 00:00:00+00:00,118,44,2050,391
2023-12-20 00:00:00+00:00,215,49,1742,353
2023-12-21 00:00:00+00:00,162,46,1302,292
2023-12-22 00:00:00+00:00,156,50,1114,271
2023-12-23 00:00:00+00:00,928,23,550,142
2023-12-24 00:00:00+00:00,92,49,601,156
2023-12-25 00:00:00+00:00,45,24,1022,210
2023-12-26 00:00:00+00:00,76,34,1142,228
2023-12-27 00:00:00+00:00,124,29,1228,246
2023-12-28 00:00:00+00:00,77,13,551,136
