time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-09 00:00:00+00:00,426,20,1004,192
2024-08-10 00:00:00+00:00,216,21,887,181
2024-08-11 00:00:00+00:00,419,12,1058,180
2024-08-12 00:00:00+00:00,599,26,2497,416
2024-08-13 00:00:00+00:00,463,38,2600,456
2024-08-14 00:00:00+00:00,174,25,2092,419
2024-08-15 00:00:00+00:00,354,31,1854,381
2024-08-16 00:00:00+00:00,258,15,1907,387
2024-08-17 00:00:00+00:00,39,12,681,189
2024-08-18 00:00:00+00:00,118,8,919,206
2024-08-19 00:00:00+00:00,461,21,2182,440
2024-08-20 00:00:00+00:00,411,13,1907,438
2024-08-21 00:00:00+00:00,116,20,2349,461
2024-08-22 00:00:00+00:00,412,22,1744,426
2024-08-23 00:00:00+00:00,344,17,861,173
