referrer,views_total,views_unique
Google,4789,1686
github.com,2046,404
monai.io,659,156
docs.monai.io,354,119
Bing,178,44
paperswithcode.com,87,34
cn.bing.com,80,36
DuckDuckGo,55,18
pypi.org,38,7
discuss.pytorch.org,31,17
