referrer,views_total,views_unique
Google,7966,2032
github.com,2972,392
docs.monai.io,951,117
Bing,729,188
monai.io,723,149
cn.bing.com,323,127
paperswithcode.com,259,60
DuckDuckGo,167,42
Baidu,154,40
chat.openai.com,130,22
