time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-24 00:00:00+00:00,250,23,731,112
2024-03-25 00:00:00+00:00,1022,64,1997,403
2024-03-26 00:00:00+00:00,634,61,2209,462
2024-03-27 00:00:00+00:00,1251,85,2663,448
2024-03-28 00:00:00+00:00,699,57,2198,458
2024-03-29 00:00:00+00:00,278,31,1518,306
2024-03-30 00:00:00+00:00,92,23,693,191
2024-03-31 00:00:00+00:00,239,100,990,190
2024-04-01 00:00:00+00:00,702,68,1824,350
2024-04-02 00:00:00+00:00,292,52,2112,448
2024-04-03 00:00:00+00:00,495,78,2060,416
2024-04-04 00:00:00+00:00,322,48,1688,368
2024-04-05 00:00:00+00:00,479,61,1905,358
2024-04-06 00:00:00+00:00,424,22,962,222
2024-04-07 00:00:00+00:00,202,101,767,120
