time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,116,38,1550,296
2025-03-14 00:00:00+00:00,321,71,1408,510
2025-03-15 00:00:00+00:00,929,47,1609,342
2025-03-16 00:00:00+00:00,237,39,883,280
2025-03-17 00:00:00+00:00,2505,76,2810,648
2025-03-18 00:00:00+00:00,224,48,1449,539
2025-03-19 00:00:00+00:00,305,77,1536,537
2025-03-20 00:00:00+00:00,706,55,1675,550
2025-03-21 00:00:00+00:00,556,81,1163,441
2025-03-22 00:00:00+00:00,978,55,584,255
2025-03-23 00:00:00+00:00,4592,113,1007,400
2025-03-24 00:00:00+00:00,2151,76,2365,1243
2025-03-25 00:00:00+00:00,4553,89,1606,574
2025-03-26 00:00:00+00:00,3444,72,1535,549
2025-03-27 00:00:00+00:00,282,35,672,250
