referrer,views_total,views_unique
Google,3658,1314
docs.monai.io,1881,527
github.com,960,262
Bing,412,146
chatgpt.com,250,107
monai.io,194,85
cn.bing.com,154,65
DuckDuckGo,58,27
pypi.org,41,9
Baidu,38,12
