referrer,views_total,views_unique
github.com,2480,612
Google,2050,1231
monai.readthedocs.io,356,137
Bing,352,134
chatgpt.com,170,87
project-monai.github.io,62,30
conferences.miccai.org,53,19
doubao.com,51,17
DuckDuckGo,35,18
pypi.org,31,6
