referrer,views_total,views_unique
github.com,1265,454
Google,1108,679
chatgpt.com,179,93
monai.readthedocs.io,166,86
Bing,154,67
DuckDuckGo,35,11
nature.com,22,3
search.brave.com,15,11
monai-dev.readthedocs.io,12,4
ecosia.org,10,8
