referrer,views_total,views_unique
Google,6646,1612
github.com,3229,380
monai.io,1017,151
docs.monai.io,1006,109
Bing,339,100
cn.bing.com,275,83
paperswithcode.com,136,35
DuckDuckGo,84,21
blog.csdn.net,77,5
link.zhihu.com,68,9
