time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-16 00:00:00+00:00,356,37,728,189
2023-11-17 00:00:00+00:00,679,74,1920,376
2023-11-18 00:00:00+00:00,70,31,910,163
2023-11-19 00:00:00+00:00,340,114,664,169
2023-11-20 00:00:00+00:00,382,84,2324,422
2023-11-21 00:00:00+00:00,381,69,2147,501
2023-11-22 00:00:00+00:00,171,54,2195,415
2023-11-23 00:00:00+00:00,250,51,2210,406
2023-11-24 00:00:00+00:00,112,39,2074,350
2023-11-25 00:00:00+00:00,88,36,581,179
2023-11-26 00:00:00+00:00,187,89,1070,190
2023-11-27 00:00:00+00:00,300,57,2397,436
2023-11-28 00:00:00+00:00,276,54,2240,437
2023-11-29 00:00:00+00:00,691,61,2717,457
2023-11-30 00:00:00+00:00,325,31,1009,213
