referrer,views_total,views_unique
Google,5308,1943
docs.monai.io,2443,697
github.com,1332,288
monai.io,556,164
Bing,467,145
chatgpt.com,363,118
cn.bing.com,159,77
paperswithcode.com,100,37
Baidu,61,38
DuckDuckGo,55,26
