referrer,views_total,views_unique
Google,6987,1808
github.com,3065,356
monai.io,1031,170
docs.monai.io,817,123
Bing,438,105
paperswithcode.com,365,54
link.zhihu.com,183,14
cn.bing.com,176,85
DuckDuckGo,107,34
discuss.pytorch.org,47,16
