referrer,views_total,views_unique
github.com,5938,884
Google,4427,1377
docs.monai.io,336,122
paperswithcode.com,204,64
cn.bing.com,108,62
Bing,91,35
monai.io,80,23
DuckDuckGo,67,23
discuss.pytorch.org,29,12
pypi.org,28,5
