time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-01 00:00:00+00:00,83,36,657,228
2025-07-02 00:00:00+00:00,672,81,3178,417
2025-07-03 00:00:00+00:00,438,66,1425,522
2025-07-04 00:00:00+00:00,1868,49,1135,445
2025-07-05 00:00:00+00:00,280,39,388,155
2025-07-06 00:00:00+00:00,2221,128,454,188
2025-07-07 00:00:00+00:00,248,67,1294,430
2025-07-08 00:00:00+00:00,872,74,1398,438
2025-07-09 00:00:00+00:00,156,70,1258,417
2025-07-10 00:00:00+00:00,1192,81,1330,412
2025-07-11 00:00:00+00:00,792,76,1253,393
2025-07-12 00:00:00+00:00,65,33,616,173
2025-07-13 00:00:00+00:00,251,129,493,169
2025-07-14 00:00:00+00:00,328,50,1223,461
2025-07-15 00:00:00+00:00,728,22,412,200
